t,x,y,z,vx,vz,roll_deg,pitch_deg,yaw_deg,dist2d,z_err,cross_track,phase,wp,sonar_min,avoid
72.10,17.274,2.723,-3.039,0.133,0.000,0.0,-0.5,-5.5,22.889,-0.039,2.723,AVOID,1,21.61,1
72.20,17.287,2.723,-3.039,0.132,0.000,0.0,-0.5,-5.5,22.875,-0.039,2.723,AVOID,1,21.60,1
72.30,17.298,2.722,-3.039,0.132,0.000,0.0,-0.5,-5.6,22.865,-0.039,2.722,AVOID,1,21.59,1
72.40,17.311,2.722,-3.038,0.131,0.000,-0.0,-0.6,-5.6,22.852,-0.038,2.722,AVOID,1,21.57,1
72.50,17.324,2.721,-3.038,0.131,0.000,-0.0,-0.6,-5.6,22.839,-0.038,2.721,AVOID,1,21.56,1
72.60,17.337,2.721,-3.038,0.131,0.000,-0.0,-0.6,-5.6,22.826,-0.038,2.721,AVOID,1,21.55,1
72.70,17.350,2.720,-3.038,0.133,0.001,-0.0,-0.6,-5.6,22.812,-0.038,2.720,AVOID,1,21.53,1
72.80,17.361,2.720,-3.038,0.136,0.001,-0.0,-0.5,-5.7,22.802,-0.038,2.720,AVOID,1,21.52,1
72.90,17.375,2.719,-3.038,0.141,0.002,-0.0,-0.5,-5.7,22.788,-0.038,2.719,AVOID,1,21.51,1
73.00,17.389,2.718,-3.037,0.147,0.002,-0.0,-0.4,-5.7,22.773,-0.037,2.718,AVOID,1,21.49,1
73.10,17.405,2.717,-3.037,0.155,0.003,-0.0,-0.3,-5.7,22.758,-0.037,2.717,AVOID,1,21.47,1
73.20,17.414,2.717,-3.037,0.160,0.004,-0.0,-0.2,-5.7,22.749,-0.037,2.717,AVOID,1,21.47,1
73.30,17.431,2.716,-3.036,0.172,0.005,-0.0,-0.1,-5.7,22.732,-0.036,2.716,AVOID,1,21.45,1
73.40,17.448,2.715,-3.036,0.185,0.006,0.0,0.1,-5.7,22.714,-0.036,2.715,AVOID,1,21.44,1
73.50,17.468,2.714,-3.035,0.200,0.007,0.0,0.3,-5.7,22.695,-0.035,2.714,AVOID,1,21.41,1
73.60,17.489,2.712,-3.034,0.216,0.009,0.0,0.5,-5.7,22.674,-0.034,2.712,AVOID,1,21.39,1
73.70,17.506,2.711,-3.034,0.230,0.009,0.0,0.6,-5.7,22.656,-0.034,2.711,AVOID,1,21.37,1
73.80,17.530,2.709,-3.033,0.247,0.010,0.0,0.8,-5.7,22.632,-0.033,2.709,AVOID,1,21.34,1
73.90,17.556,2.707,-3.032,0.263,0.010,0.0,1.0,-5.7,22.607,-0.032,2.707,AVOID,1,21.32,1
74.00,17.583,2.705,-3.032,0.276,0.010,0.0,1.0,-5.7,22.580,-0.032,2.705,AVOID,1,21.29,1
74.10,17.611,2.703,-3.032,0.289,0.008,0.0,1.1,-5.7,22.551,-0.032,2.703,AVOID,1,21.26,1
74.20,17.635,2.701,-3.031,0.298,0.007,-0.0,1.0,-5.7,22.528,-0.031,2.701,AVOID,1,21.23,1
74.30,17.665,2.699,-3.031,0.309,0.005,-0.0,0.9,-5.7,22.498,-0.031,2.699,AVOID,1,21.20,1
74.40,17.696,2.696,-3.031,0.319,0.002,-0.0,0.7,-5.7,22.466,-0.031,2.696,AVOID,1,21.18,1
74.50,17.728,2.694,-3.032,0.314,-0.002,-0.0,0.4,-5.7,22.434,-0.032,2.694,NAV,1,21.15,0
74.60,17.759,2.692,-3.032,0.300,-0.007,-0.0,0.1,-5.7,22.404,-0.032,2.692,NAV,1,21.12,0
74.70,17.788,2.689,-3.033,0.288,-0.012,-0.0,-0.4,-5.7,22.374,-0.033,2.689,NAV,1,21.10,0
74.80,17.810,2.687,-3.034,0.280,-0.015,-0.0,-0.8,-5.7,22.352,-0.034,2.687,NAV,1,21.08,0
74.90,17.838,2.685,-3.035,0.272,-0.018,-0.0,-1.3,-5.7,22.324,-0.035,2.685,NAV,1,21.06,0
75.00,17.865,2.683,-3.037,0.265,-0.020,-0.0,-1.7,-5.7,22.297,-0.037,2.683,NAV,1,21.04,0
75.10,17.891,2.681,-3.038,0.259,-0.019,-0.0,-2.0,-5.7,22.271,-0.038,2.681,NAV,1,21.22,0
75.20,17.916,2.679,-3.039,0.255,-0.018,-0.0,-2.2,-5.7,22.245,-0.039,2.679,NAV,1,,0
75.30,17.937,2.678,-3.039,0.252,-0.015,-0.0,-2.2,-5.8,22.225,-0.039,2.678,NAV,1,,0
75.40,17.962,2.676,-3.040,0.250,-0.012,0.0,-2.1,-5.8,22.200,-0.040,2.676,NAV,1,,0
75.50,17.987,2.674,-3.040,0.248,-0.007,0.0,-1.9,-5.8,22.175,-0.040,2.674,NAV,1,,0
75.60,18.011,2.672,-3.039,0.247,-0.003,0.0,-1.6,-5.8,22.150,-0.039,2.672,NAV,1,20.92,0
75.70,18.036,2.670,-3.039,0.246,0.001,0.0,-1.2,-5.8,22.126,-0.039,2.670,NAV,1,20.89,0
75.80,18.060,2.669,-3.038,0.246,0.005,0.0,-0.7,-5.9,22.101,-0.038,2.669,NAV,1,20.85,0
75.90,18.085,2.667,-3.037,0.246,0.008,-0.0,-0.3,-5.9,22.077,-0.037,2.667,NAV,1,20.82,0
76.00,18.109,2.665,-3.036,0.247,0.010,-0.0,0.1,-6.0,22.052,-0.036,2.665,NAV,1,20.79,0
76.10,18.134,2.663,-3.035,0.249,0.011,-0.0,0.4,-6.0,22.027,-0.035,2.663,NAV,1,20.76,0
76.20,18.154,2.662,-3.035,0.251,0.011,-0.0,0.7,-6.0,22.007,-0.035,2.662,NAV,1,20.73,0
76.30,18.179,2.660,-3.034,0.255,0.011,-0.0,0.8,-6.1,21.982,-0.034,2.660,NAV,1,20.70,0
76.40,18.205,2.658,-3.033,0.261,0.010,-0.0,0.9,-6.1,21.956,-0.033,2.658,NAV,1,20.67,0
76.50,18.232,2.656,-3.033,0.268,0.008,-0.0,0.9,-6.2,21.930,-0.033,2.656,NAV,1,20.65,0
76.60,18.253,2.654,-3.033,0.275,0.006,-0.0,0.8,-6.2,21.908,-0.033,2.654,NAV,1,20.62,0
76.70,18.281,2.652,-3.032,0.286,0.004,-0.0,0.7,-6.3,21.880,-0.032,2.652,NAV,1,20.60,0
76.80,18.310,2.650,-3.032,0.298,0.002,-0.0,0.5,-6.3,21.851,-0.032,2.650,NAV,1,20.57,0
76.90,18.341,2.648,-3.032,0.312,0.001,-0.0,0.3,-6.4,21.820,-0.032,2.648,NAV,1,20.54,0
77.00,18.366,2.645,-3.032,0.325,0.000,-0.0,0.2,-6.4,21.795,-0.032,2.645,NAV,1,20.51,0
77.10,18.400,2.643,-3.033,0.342,-0.000,-0.0,0.1,-6.5,21.761,-0.033,2.643,NAV,1,20.48,0
77.20,18.435,2.640,-3.033,0.359,0.000,-0.0,-0.0,-6.6,21.726,-0.033,2.640,NAV,1,20.45,0
77.30,18.472,2.637,-3.032,0.378,0.001,0.0,-0.1,-6.6,21.689,-0.032,2.637,NAV,1,20.41,0
77.40,18.510,2.633,-3.032,0.396,0.003,0.0,-0.0,-6.7,21.650,-0.032,2.633,NAV,1,20.38,0
77.50,18.543,2.631,-3.032,0.409,0.005,0.0,0.0,-6.8,21.618,-0.032,2.631,NAV,1,20.34,0
77.60,18.584,2.627,-3.031,0.423,0.007,-0.0,0.1,-6.9,21.576,-0.031,2.627,NAV,1,20.29,0
77.70,18.627,2.623,-3.031,0.434,0.009,-0.0,0.2,-7.0,21.533,-0.031,2.623,NAV,1,20.25,0
77.80,18.671,2.619,-3.030,0.444,0.010,-0.0,0.3,-7.1,21.489,-0.030,2.619,NAV,1,20.21,0
77.90,18.715,2.615,-3.029,0.452,0.010,-0.0,0.4,-7.3,21.445,-0.029,2.615,NAV,1,20.18,0
78.00,18.761,2.612,-3.028,0.458,0.010,-0.1,0.4,-7.4,21.399,-0.028,2.612,NAV,1,20.18,0
78.10,18.798,2.608,-3.028,0.463,0.009,-0.1,0.4,-7.6,21.362,-0.028,2.608,NAV,1,20.14,0
78.20,18.844,2.604,-3.027,0.468,0.008,-0.1,0.3,-7.8,21.316,-0.027,2.604,NAV,1,20.09,0
78.30,18.891,2.600,-3.027,0.472,0.006,-0.1,0.2,-7.9,21.269,-0.027,2.600,NAV,1,20.04,0
78.40,18.938,2.596,-3.026,0.475,0.003,-0.1,-0.0,-8.1,21.221,-0.026,2.596,NAV,1,19.99,0
78.50,18.976,2.592,-3.026,0.478,0.002,-0.0,-0.1,-8.2,21.183,-0.026,2.592,NAV,1,19.94,0
78.60,19.024,2.588,-3.026,0.481,-0.000,-0.0,-0.3,-8.4,21.135,-0.026,2.588,NAV,1,19.90,0
78.70,19.072,2.584,-3.026,0.484,-0.002,-0.0,-0.5,-8.5,21.087,-0.026,2.584,NAV,1,19.85,0
78.80,19.121,2.579,-3.026,0.486,-0.003,0.0,-0.6,-8.5,21.038,-0.026,2.579,NAV,1,19.80,0
78.90,19.169,2.574,-3.025,0.488,-0.003,0.0,-0.7,-8.6,20.989,-0.025,2.574,NAV,1,19.76,0
79.00,19.208,2.570,-3.025,0.489,-0.003,0.0,-0.8,-8.6,20.950,-0.025,2.570,NAV,1,19.71,0
79.10,19.257,2.565,-3.025,0.490,-0.002,0.0,-0.8,-8.6,20.901,-0.025,2.565,NAV,1,19.66,0
79.20,19.306,2.560,-3.024,0.491,-0.000,0.0,-0.8,-8.6,20.852,-0.024,2.560,NAV,1,19.61,0
79.30,19.354,2.555,-3.023,0.491,0.001,0.0,-0.8,-8.5,20.803,-0.023,2.555,NAV,1,19.57,0
79.40,19.393,2.551,-3.022,0.491,0.003,0.0,-0.7,-8.4,20.764,-0.022,2.551,NAV,1,19.52,0
79.50,19.442,2.546,-3.021,0.490,0.005,-0.0,-0.7,-8.4,20.715,-0.021,2.546,NAV,1,19.47,0
79.60,19.491,2.541,-3.020,0.489,0.006,-0.0,-0.6,-8.3,20.666,-0.020,2.541,NAV,1,19.42,0
79.70,19.530,2.536,-3.020,0.488,0.007,-0.0,-0.5,-8.2,20.627,-0.020,2.536,NAV,1,19.37,0
79.80,19.578,2.531,-3.018,0.486,0.008,-0.1,-0.4,-8.2,20.578,-0.018,2.531,NAV,1,19.32,0
79.90,19.627,2.526,-3.017,0.485,0.008,-0.1,-0.4,-8.2,20.529,-0.017,2.526,NAV,1,19.27,0
80.00,19.675,2.521,-3.016,0.483,0.008,-0.1,-0.4,-8.2,20.481,-0.016,2.521,NAV,1,19.22,0
80.10,19.713,2.517,-3.015,0.481,0.008,-0.1,-0.4,-8.2,20.442,-0.015,2.517,NAV,1,19.17,0
80.20,19.761,2.512,-3.014,0.480,0.007,-0.1,-0.4,-8.3,20.394,-0.014,2.512,NAV,1,19.17,0
80.30,19.809,2.507,-3.013,0.478,0.006,-0.1,-0.4,-8.4,20.346,-0.013,2.507,NAV,1,19.12,0
80.40,19.856,2.503,-3.012,0.476,0.005,-0.0,-0.5,-8.6,20.299,-0.012,2.503,NAV,1,19.08,0
80.50,19.903,2.498,-3.011,0.474,0.003,-0.0,-0.6,-8.7,20.251,-0.011,2.498,NAV,1,19.03,0
80.60,19.941,2.494,-3.011,0.473,0.003,-0.0,-0.6,-8.9,20.213,-0.011,2.494,NAV,1,18.98,0
80.70,19.988,2.490,-3.010,0.472,0.002,0.0,-0.7,-9.1,20.166,-0.010,2.490,NAV,1,18.93,0
80.80,20.035,2.485,-3.009,0.470,0.001,0.0,-0.7,-9.3,20.119,-0.009,2.485,NAV,1,18.89,0
80.90,20.063,2.483,-3.009,0.469,0.001,0.0,-0.8,-9.4,20.091,-0.009,2.483,NAV,1,18.84,0
81.00,20.110,2.478,-3.008,0.468,0.001,0.0,-0.8,-9.6,20.044,-0.008,2.478,NAV,1,18.79,0
81.10,20.157,2.473,-3.007,0.466,0.001,0.0,-0.8,-9.7,19.997,-0.007,2.473,NAV,1,18.75,0
81.20,20.203,2.469,-3.007,0.464,0.001,0.0,-0.8,-9.9,19.950,-0.007,2.469,NAV,1,18.70,0
81.30,20.249,2.464,-3.006,0.463,0.002,-0.0,-0.7,-10.0,19.904,-0.006,2.464,NAV,1,18.65,0
81.40,20.286,2.461,-3.005,0.461,0.002,-0.0,-0.7,-10.2,19.867,-0.005,2.461,NAV,1,18.61,0
81.50,20.332,2.456,-3.004,0.459,0.003,-0.0,-0.7,-10.3,19.821,-0.004,2.456,NAV,1,18.56,0
81.60,20.378,2.451,-3.004,0.457,0.003,-0.0,-0.6,-10.3,19.775,-0.004,2.451,NAV,1,18.51,0
81.70,20.423,2.446,-3.003,0.455,0.003,-0.0,-0.6,-10.4,19.729,-0.003,2.446,NAV,1,18.47,0
81.80,20.468,2.442,-3.002,0.453,0.003,-0.0,-0.5,-10.4,19.684,-0.002,2.442,NAV,1,18.42,0
81.90,20.505,2.438,-3.001,0.451,0.003,-0.0,-0.5,-10.4,19.647,-0.001,2.438,NAV,1,18.42,0
82.00,20.549,2.432,-3.001,0.449,0.003,-0.0,-0.5,-10.3,19.602,-0.001,2.432,NAV,1,18.38,0
82.10,20.594,2.427,-3.000,0.447,0.002,-0.0,-0.5,-10.2,19.557,-0.000,2.427,NAV,1,18.33,0
82.20,20.630,2.423,-3.000,0.446,0.002,0.0,-0.5,-10.2,19.521,0.000,2.423,NAV,1,18.29,0
82.30,20.674,2.418,-2.999,0.444,0.001,0.0,-0.5,-10.1,19.477,0.001,2.418,NAV,1,18.24,0
82.40,20.709,2.414,-2.999,0.442,0.000,0.0,-0.5,-10.0,19.441,0.001,2.414,NAV,1,18.20,0
82.50,20.753,2.409,-2.998,0.440,-0.001,0.0,-0.5,-9.9,19.397,0.002,2.409,NAV,1,18.15,0
82.60,20.797,2.404,-2.998,0.438,-0.001,0.0,-0.6,-9.8,19.353,0.002,2.404,NAV,1,18.11,0
82.70,20.840,2.399,-2.998,0.436,-0.002,0.0,-0.6,-9.7,19.310,0.002,2.399,NAV,1,18.07,0
82.80,20.883,2.394,-2.998,0.435,-0.003,0.0,-0.6,-9.7,19.266,0.002,2.394,NAV,1,18.02,0
82.90,20.918,2.390,-2.997,0.433,-0.003,0.0,-0.7,-9.7,19.231,0.003,2.390,NAV,1,17.98,0
83.00,20.961,2.385,-2.997,0.431,-0.003,-0.0,-0.7,-9.7,19.188,0.003,2.385,NAV,1,17.94,0
83.10,21.004,2.380,-2.997,0.430,-0.003,-0.0,-0.7,-9.7,19.145,0.003,2.380,NAV,1,17.89,0
83.20,21.038,2.376,-2.997,0.428,-0.003,-0.1,-0.7,-9.8,19.110,0.003,2.376,NAV,1,17.85,0
83.30,21.080,2.372,-2.997,0.426,-0.003,-0.1,-0.6,-9.9,19.068,0.003,2.372,NAV,1,17.81,0
83.40,21.114,2.368,-2.997,0.425,-0.003,-0.1,-0.6,-10.1,19.033,0.003,2.368,NAV,1,17.81,0
83.50,21.157,2.364,-2.997,0.423,-0.003,-0.1,-0.6,-10.2,18.991,0.003,2.364,NAV,1,17.77,0
83.60,21.190,2.360,-2.996,0.421,-0.003,-0.1,-0.6,-10.4,18.957,0.004,2.360,NAV,1,17.72,0
83.70,21.232,2.356,-2.996,0.419,-0.003,-0.1,-0.5,-10.6,18.915,0.004,2.356,NAV,1,17.68,0
83.80,21.266,2.352,-2.996,0.418,-0.003,-0.1,-0.5,-10.7,18.881,0.004,2.352,NAV,1,17.64,0
83.90,21.307,2.348,-2.996,0.416,-0.003,-0.1,-0.5,-10.9,18.840,0.004,2.348,NAV,1,17.60,0
84.00,21.340,2.344,-2.996,0.414,-0.003,-0.0,-0.5,-11.0,18.806,0.004,2.344,NAV,1,17.58,0
84.10,21.381,2.339,-2.996,0.412,-0.003,-0.0,-0.5,-11.1,18.765,0.004,2.339,NAV,1,17.53,0
84.20,21.422,2.335,-2.996,0.410,-0.003,0.0,-0.5,-11.3,18.724,0.004,2.335,NAV,1,17.49,0
84.30,21.463,2.330,-2.996,0.408,-0.004,0.0,-0.5,-11.4,18.683,0.004,2.330,NAV,1,17.45,0
84.40,21.496,2.327,-2.996,0.407,-0.004,0.0,-0.5,-11.4,18.650,0.004,2.327,NAV,1,17.41,0
84.50,21.536,2.322,-2.996,0.405,-0.005,0.1,-0.5,-11.5,18.609,0.004,2.322,NAV,1,17.37,0
84.60,21.576,2.317,-2.996,0.403,-0.005,0.1,-0.5,-11.5,18.569,0.004,2.317,NAV,1,17.33,0
84.70,21.616,2.313,-2.996,0.401,-0.005,0.0,-0.5,-11.5,18.528,0.004,2.313,NAV,1,17.29,0
84.80,21.656,2.308,-2.997,0.399,-0.006,0.0,-0.5,-11.5,18.488,0.003,2.308,NAV,1,17.25,0
84.90,21.696,2.303,-2.997,0.398,-0.006,0.0,-0.6,-11.5,18.448,0.003,2.303,NAV,1,17.21,0
85.00,21.728,2.300,-2.997,0.396,-0.006,-0.0,-0.6,-11.5,18.416,0.003,2.300,NAV,1,17.21,0
85.10,21.767,2.295,-2.997,0.395,-0.006,-0.0,-0.6,-11.5,18.377,0.003,2.295,NAV,1,17.17,0
85.20,21.806,2.290,-2.997,0.393,-0.006,-0.0,-0.6,-11.5,18.337,0.003,2.290,NAV,1,17.13,0
85.30,21.845,2.285,-2.998,0.392,-0.006,-0.1,-0.6,-11.4,18.298,0.002,2.285,NAV,1,17.09,0
85.40,21.884,2.280,-2.998,0.390,-0.006,-0.1,-0.6,-11.4,18.259,0.002,2.280,NAV,1,17.05,0
85.50,21.908,2.277,-2.998,0.389,-0.006,-0.1,-0.5,-11.4,18.235,0.002,2.277,NAV,1,17.01,0
85.60,21.938,2.274,-2.998,0.387,-0.006,-0.1,-0.5,-11.4,18.204,0.002,2.274,NAV,1,16.97,0
85.70,21.977,2.269,-2.998,0.386,-0.005,-0.1,-0.5,-11.4,18.165,0.002,2.269,NAV,1,16.93,0
85.80,22.008,2.265,-2.998,0.384,-0.005,-0.0,-0.5,-11.4,18.134,0.002,2.265,NAV,1,16.89,0
85.90,22.046,2.260,-2.999,0.382,-0.005,-0.0,-0.5,-11.4,18.096,0.001,2.260,NAV,1,16.86,0
86.00,22.076,2.257,-2.999,0.381,-0.005,-0.0,-0.5,-11.5,18.065,0.001,2.257,NAV,1,16.86,0
86.10,22.114,2.252,-2.999,0.379,-0.005,0.0,-0.5,-11.5,18.027,0.001,2.252,NAV,1,16.82,0
86.20,22.144,2.248,-2.999,0.378,-0.005,0.0,-0.5,-11.5,17.997,0.001,2.248,NAV,1,16.78,0
86.30,22.174,2.244,-2.999,0.376,-0.006,0.0,-0.5,-11.6,17.967,0.001,2.244,NAV,1,16.74,0
86.40,22.211,2.240,-3.000,0.375,-0.006,0.0,-0.5,-11.6,17.929,0.000,2.240,NAV,1,16.70,0
86.50,22.249,2.235,-3.000,0.373,-0.006,0.0,-0.5,-11.7,17.891,0.000,2.235,NAV,1,16.67,0
86.60,22.286,2.231,-3.000,0.371,-0.006,0.0,-0.5,-11.7,17.854,-0.000,2.231,NAV,1,16.63,0
86.70,22.323,2.226,-3.000,0.369,-0.006,0.0,-0.5,-11.8,17.817,-0.000,2.226,NAV,1,16.59,0
86.80,22.352,2.222,-3.001,0.368,-0.006,-0.0,-0.5,-11.8,17.787,-0.001,2.222,NAV,1,16.55,0
86.90,22.389,2.218,-3.001,0.366,-0.006,-0.0,-0.5,-11.9,17.751,-0.001,2.218,NAV,1,16.52,0
87.00,22.425,2.213,-3.001,0.365,-0.006,-0.0,-0.5,-12.0,17.714,-0.001,2.213,NAV,1,16.48,0
87.10,22.461,2.209,-3.001,0.363,-0.006,-0.0,-0.5,-12.0,17.677,-0.001,2.209,NAV,1,16.44,0
87.20,22.497,2.204,-3.002,0.362,-0.006,-0.1,-0.5,-12.1,17.641,-0.002,2.204,NAV,1,16.41,0
87.30,22.526,2.201,-3.002,0.360,-0.006,-0.1,-0.5,-12.2,17.612,-0.002,2.201,NAV,1,16.37,0
87.40,22.562,2.196,-3.002,0.359,-0.006,-0.1,-0.5,-12.2,17.576,-0.002,2.196,NAV,1,16.33,0
87.50,22.597,2.192,-3.002,0.357,-0.006,-0.1,-0.5,-12.3,17.540,-0.002,2.192,NAV,1,16.30,0
87.60,22.626,2.188,-3.003,0.356,-0.006,-0.0,-0.5,-12.3,17.511,-0.003,2.188,NAV,1,16.26,0
87.70,22.661,2.184,-3.003,0.354,-0.005,-0.0,-0.5,-12.4,17.476,-0.003,2.184,NAV,1,16.26,0
87.80,22.696,2.179,-3.003,0.353,-0.005,-0.0,-0.5,-12.4,17.440,-0.003,2.179,NAV,1,16.23,0
87.90,22.731,2.174,-3.003,0.351,-0.005,-0.0,-0.5,-12.5,17.405,-0.003,2.174,NAV,1,16.19,0
88.00,22.759,2.171,-3.003,0.350,-0.005,0.0,-0.5,-12.5,17.377,-0.003,2.171,NAV,1,16.16,0
88.10,22.787,2.167,-3.004,0.348,-0.005,0.0,-0.5,-12.5,17.349,-0.004,2.167,NAV,1,16.12,0
88.20,22.815,2.163,-3.004,0.347,-0.005,0.0,-0.5,-12.5,17.321,-0.004,2.163,NAV,1,16.09,0
88.30,22.842,2.160,-3.004,0.346,-0.005,0.0,-0.5,-12.6,17.293,-0.004,2.160,NAV,1,16.05,0
88.40,22.877,2.155,-3.004,0.344,-0.005,0.0,-0.5,-12.6,17.259,-0.004,2.155,NAV,1,16.02,0
88.50,22.911,2.151,-3.004,0.343,-0.005,0.0,-0.5,-12.6,17.224,-0.004,2.151,NAV,1,15.98,0
88.60,22.945,2.146,-3.005,0.341,-0.005,0.0,-0.5,-12.6,17.190,-0.005,2.146,NAV,1,15.95,0
88.70,22.972,2.142,-3.005,0.340,-0.005,0.0,-0.5,-12.6,17.162,-0.005,2.142,NAV,1,15.95,0
88.80,23.006,2.138,-3.005,0.338,-0.005,-0.0,-0.5,-12.6,17.128,-0.005,2.138,NAV,1,15.92,0
88.90,23.039,2.133,-3.005,0.337,-0.005,-0.0,-0.5,-12.7,17.095,-0.005,2.133,NAV,1,15.88,0
89.00,23.073,2.129,-3.005,0.335,-0.005,-0.0,-0.5,-12.7,17.061,-0.005,2.129,NAV,1,15.85,0
89.10,23.106,2.124,-3.006,0.334,-0.005,-0.0,-0.5,-12.7,17.027,-0.006,2.124,NAV,1,15.81,0
89.20,23.132,2.121,-3.006,0.333,-0.005,-0.1,-0.5,-12.7,17.000,-0.006,2.121,NAV,1,15.78,0
89.30,23.165,2.116,-3.006,0.331,-0.005,-0.1,-0.5,-12.7,16.967,-0.006,2.116,NAV,1,15.75,0
89.40,23.192,2.113,-3.006,0.330,-0.005,-0.1,-0.5,-12.8,16.941,-0.006,2.113,NAV,1,15.72,0
89.50,23.224,2.108,-3.006,0.328,-0.005,-0.0,-0.5,-12.8,16.908,-0.006,2.108,NAV,1,15.68,0
89.60,23.250,2.104,-3.006,0.327,-0.005,-0.0,-0.5,-12.8,16.881,-0.006,2.104,NAV,1,15.65,0
89.70,23.283,2.100,-3.007,0.326,-0.005,-0.0,-0.5,-12.8,16.849,-0.007,2.100,NAV,1,15.62,0
89.80,23.315,2.095,-3.007,0.324,-0.004,-0.0,-0.5,-12.9,16.816,-0.007,2.095,NAV,1,15.58,0
89.90,23.341,2.092,-3.007,0.323,-0.004,-0.0,-0.5,-12.9,16.790,-0.007,2.092,NAV,1,15.55,0
90.00,23.373,2.087,-3.007,0.322,-0.004,0.0,-0.5,-12.9,16.758,-0.007,2.087,NAV,1,15.52,0
90.10,23.405,2.083,-3.007,0.320,-0.004,0.0,-0.5,-12.9,16.725,-0.007,2.083,NAV,1,15.49,0
90.20,23.436,2.078,-3.007,0.319,-0.004,0.0,-0.5,-12.9,16.693,-0.007,2.078,NAV,1,15.46,0
90.30,23.468,2.074,-3.007,0.317,-0.004,0.0,-0.5,-13.0,16.661,-0.007,2.074,NAV,1,15.43,0
90.40,23.500,2.069,-3.007,0.316,-0.004,0.0,-0.5,-13.0,16.630,-0.007,2.069,NAV,1,15.39,0
90.50,23.531,2.065,-3.008,0.314,-0.004,0.0,-0.5,-13.0,16.598,-0.008,2.065,NAV,1,15.36,0
90.60,23.562,2.060,-3.008,0.313,-0.004,-0.0,-0.5,-13.1,16.567,-0.008,2.060,NAV,1,15.36,0
90.70,23.587,2.057,-3.008,0.312,-0.004,-0.0,-0.5,-13.1,16.542,-0.008,2.057,NAV,1,15.30,0
90.80,23.618,2.053,-3.008,0.310,-0.004,-0.0,-0.5,-13.1,16.510,-0.008,2.053,NAV,1,15.30,0
90.90,23.648,2.048,-3.008,0.309,-0.004,-0.0,-0.5,-13.2,16.479,-0.008,2.048,NAV,1,15.32,0
91.00,23.679,2.044,-3.008,0.307,-0.004,-0.0,-0.5,-13.2,16.448,-0.008,2.044,NAV,1,15.29,0
91.10,23.709,2.039,-3.008,0.306,-0.004,-0.1,-0.5,-13.2,16.418,-0.008,2.039,NAV,1,15.26,0
91.20,23.734,2.036,-3.008,0.305,-0.004,-0.1,-0.5,-13.3,16.393,-0.008,2.036,NAV,1,15.22,0
91.30,23.764,2.032,-3.009,0.303,-0.004,-0.0,-0.5,-13.3,16.363,-0.009,2.032,NAV,1,15.19,0
91.40,23.794,2.027,-3.009,0.302,-0.004,-0.0,-0.5,-13.3,16.332,-0.009,2.027,NAV,1,15.16,0
91.50,23.824,2.023,-3.009,0.301,-0.004,-0.0,-0.5,-13.3,16.302,-0.009,2.023,NAV,1,15.13,0
91.60,23.848,2.019,-3.009,0.300,-0.004,-0.0,-0.5,-13.4,16.278,-0.009,2.019,NAV,1,15.10,0
91.70,23.878,2.015,-3.009,0.298,-0.004,-0.0,-0.5,-13.4,16.248,-0.009,2.015,NAV,1,15.07,0
91.80,23.907,2.010,-3.009,0.297,-0.004,0.0,-0.5,-13.4,16.218,-0.009,2.010,NAV,1,15.04,0
91.90,23.936,2.006,-3.009,0.296,-0.004,0.0,-0.5,-13.4,16.188,-0.009,2.006,NAV,1,15.01,0
92.00,23.960,2.003,-3.009,0.295,-0.003,0.0,-0.5,-13.5,16.165,-0.009,2.003,NAV,1,14.98,0
92.10,23.989,1.998,-3.009,0.293,-0.003,0.0,-0.5,-13.5,16.135,-0.009,1.998,NAV,1,14.95,0
92.20,24.018,1.994,-3.009,0.292,-0.003,0.0,-0.5,-13.5,16.106,-0.009,1.994,NAV,1,14.92,0
92.30,24.047,1.990,-3.009,0.290,-0.003,0.0,-0.5,-13.5,16.077,-0.009,1.990,NAV,1,14.89,0
92.40,24.070,1.986,-3.009,0.289,-0.003,0.0,-0.5,-13.6,16.053,-0.009,1.986,NAV,1,14.86,0
92.50,24.099,1.982,-3.010,0.288,-0.003,-0.0,-0.5,-13.6,16.024,-0.010,1.982,NAV,1,14.83,0
92.60,24.127,1.978,-3.010,0.287,-0.003,-0.0,-0.5,-13.6,15.996,-0.010,1.978,NAV,1,14.80,0
92.70,24.156,1.973,-3.010,0.285,-0.003,-0.0,-0.5,-13.6,15.967,-0.010,1.973,NAV,1,14.78,0
92.80,24.184,1.969,-3.010,0.284,-0.003,-0.0,-0.5,-13.6,15.938,-0.010,1.969,NAV,1,14.75,0
92.90,24.206,1.966,-3.010,0.283,-0.003,-0.0,-0.5,-13.7,15.915,-0.010,1.966,NAV,1,14.75,0
93.00,24.234,1.961,-3.010,0.282,-0.003,-0.0,-0.5,-13.7,15.887,-0.010,1.961,NAV,1,14.72,0
93.10,24.262,1.957,-3.010,0.280,-0.003,-0.0,-0.5,-13.7,15.859,-0.010,1.957,NAV,1,14.69,0
93.20,24.290,1.953,-3.010,0.279,-0.003,-0.0,-0.5,-13.7,15.831,-0.010,1.953,NAV,1,14.66,0
93.30,24.318,1.948,-3.010,0.278,-0.003,-0.0,-0.5,-13.7,15.803,-0.010,1.948,NAV,1,14.63,0
93.40,24.340,1.945,-3.010,0.277,-0.003,-0.0,-0.5,-13.8,15.781,-0.010,1.945,NAV,1,14.61,0
